Size,ArrayType,Algorithm,K,Time_us
9000,Random,HybridMergeInsertionSort,50,2639
9100,Random,StandardMergeSort,0,5925
9100,Random,HybridMergeInsertionSort,5,3473
9100,Random,HybridMergeInsertionSort,10,3400
9100,Random,HybridMergeInsertionSort,15,3680
9100,Random,HybridMergeInsertionSort,20,2738
9100,Random,HybridMergeInsertionSort,30,2726
9100,Random,HybridMergeInsertionSort,50,2698
9200,Random,StandardMergeSort,0,6002
9200,Random,HybridMergeInsertionSort,5,3531
9200,Random,HybridMergeInsertionSort,10,3063
9200,Random,HybridMergeInsertionSort,15,3100
9200,Random,HybridMergeInsertionSort,20,2754
9200,Random,HybridMergeInsertionSort,30,2822
9200,Random,HybridMergeInsertionSort,50,2738
9300,Random,StandardMergeSort,0,6122
9300,Random,HybridMergeInsertionSort,5,3578
9300,Random,HybridMergeInsertionSort,10,3058
9300,Random,HybridMergeInsertionSort,15,3042
9300,Random,HybridMergeInsertionSort,20,2782
9300,Random,HybridMergeInsertionSort,30,2781
9300,Random,HybridMergeInsertionSort,50,2769
9400,Random,StandardMergeSort,0,6191
9400,Random,HybridMergeInsertionSort,5,3572
9400,Random,HybridMergeInsertionSort,10,3088
9400,Random,HybridMergeInsertionSort,15,3075
9400,Random,HybridMergeInsertionSort,20,2821
9400,Random,HybridMergeInsertionSort,30,2805
9400,Random,HybridMergeInsertionSort,50,2799
9500,Random,StandardMergeSort,0,6194
9500,Random,HybridMergeInsertionSort,5,3603
9500,Random,HybridMergeInsertionSort,10,3114
9500,Random,HybridMergeInsertionSort,15,3119
9500,Random,HybridMergeInsertionSort,20,2850
9500,Random,HybridMergeInsertionSort,30,2855
9500,Random,HybridMergeInsertionSort,50,2813
9600,Random,StandardMergeSort,0,6265
9600,Random,HybridMergeInsertionSort,5,3736
9600,Random,HybridMergeInsertionSort,10,3151
9600,Random,HybridMergeInsertionSort,15,3157
9600,Random,HybridMergeInsertionSort,20,2917
9600,Random,HybridMergeInsertionSort,30,3219
9600,Random,HybridMergeInsertionSort,50,2866
9700,Random,StandardMergeSort,0,6351
9700,Random,HybridMergeInsertionSort,5,3723
9700,Random,HybridMergeInsertionSort,10,3169
9700,Random,HybridMergeInsertionSort,15,3165
9700,Random,HybridMergeInsertionSort,20,2913
9700,Random,HybridMergeInsertionSort,30,2903
9700,Random,HybridMergeInsertionSort,50,2885
9800,Random,StandardMergeSort,0,6427
9800,Random,HybridMergeInsertionSort,5,3706
9800,Random,HybridMergeInsertionSort,10,3300
9800,Random,HybridMergeInsertionSort,15,3210
9800,Random,HybridMergeInsertionSort,20,2937
9800,Random,HybridMergeInsertionSort,30,2941
9800,Random,HybridMergeInsertionSort,50,2943
9900,Random,StandardMergeSort,0,6586
9900,Random,HybridMergeInsertionSort,5,3737
9900,Random,HybridMergeInsertionSort,10,3244
9900,Random,HybridMergeInsertionSort,15,3316
9900,Random,HybridMergeInsertionSort,20,3012
9900,Random,HybridMergeInsertionSort,30,3012
9900,Random,HybridMergeInsertionSort,50,2970
10000,Random,StandardMergeSort,0,6654
10000,Random,HybridMergeInsertionSort,5,3808
10000,Random,HybridMergeInsertionSort,10,3262
10000,Random,HybridMergeInsertionSort,15,3311
10000,Random,HybridMergeInsertionSort,20,3009
10000,Random,HybridMergeInsertionSort,30,3005
10000,Random,HybridMergeInsertionSort,50,3019
15000,Random,StandardMergeSort,0,10050
15000,Random,HybridMergeInsertionSort,5,6375
15000,Random,HybridMergeInsertionSort,10,5391
15000,Random,HybridMergeInsertionSort,15,4854
15000,Random,HybridMergeInsertionSort,20,4853
15000,Random,HybridMergeInsertionSort,30,4694
15000,Random,HybridMergeInsertionSort,50,4669
20000,Random,StandardMergeSort,0,13588
20000,Random,HybridMergeInsertionSort,5,8027
20000,Random,HybridMergeInsertionSort,10,7042
20000,Random,HybridMergeInsertionSort,15,7049
20000,Random,HybridMergeInsertionSort,20,6509
20000,Random,HybridMergeInsertionSort,30,6504
20000,Random,HybridMergeInsertionSort,50,6492
25000,Random,StandardMergeSort,0,17228
25000,Random,HybridMergeInsertionSort,5,11493
25000,Random,HybridMergeInsertionSort,10,9776
25000,Random,HybridMergeInsertionSort,15,8714
25000,Random,HybridMergeInsertionSort,20,8721
25000,Random,HybridMergeInsertionSort,30,8247
25000,Random,HybridMergeInsertionSort,50,8461
30000,Random,StandardMergeSort,0,21161
30000,Random,HybridMergeInsertionSort,5,13330
30000,Random,HybridMergeInsertionSort,10,11516
30000,Random,HybridMergeInsertionSort,15,10445
30000,Random,HybridMergeInsertionSort,20,10438
30000,Random,HybridMergeInsertionSort,30,10060
30000,Random,HybridMergeInsertionSort,50,10118
35000,Random,StandardMergeSort,0,24455
35000,Random,HybridMergeInsertionSort,5,15258
35000,Random,HybridMergeInsertionSort,10,13255
35000,Random,HybridMergeInsertionSort,15,13278
35000,Random,HybridMergeInsertionSort,20,12200
35000,Random,HybridMergeInsertionSort,30,12195
35000,Random,HybridMergeInsertionSort,50,11967
40000,Random,StandardMergeSort,0,28192
40000,Random,HybridMergeInsertionSort,5,17032
40000,Random,HybridMergeInsertionSort,10,15040
40000,Random,HybridMergeInsertionSort,15,15132
40000,Random,HybridMergeInsertionSort,20,13979
40000,Random,HybridMergeInsertionSort,30,13989
40000,Random,HybridMergeInsertionSort,50,13984
45000,Random,StandardMergeSort,0,31807
45000,Random,HybridMergeInsertionSort,5,20586
45000,Random,HybridMergeInsertionSort,10,18878
45000,Random,HybridMergeInsertionSort,15,16828
45000,Random,HybridMergeInsertionSort,20,17016
45000,Random,HybridMergeInsertionSort,30,15765
45000,Random,HybridMergeInsertionSort,50,15982
50000,Random,StandardMergeSort,0,35581
50000,Random,HybridMergeInsertionSort,5,24186
50000,Random,HybridMergeInsertionSort,10,20719
50000,Random,HybridMergeInsertionSort,15,18815
50000,Random,HybridMergeInsertionSort,20,18639
50000,Random,HybridMergeInsertionSort,30,17688
50000,Random,HybridMergeInsertionSort,50,18107
55000,Random,StandardMergeSort,0,39499
55000,Random,HybridMergeInsertionSort,5,26179
55000,Random,HybridMergeInsertionSort,10,22550
55000,Random,HybridMergeInsertionSort,15,20407
55000,Random,HybridMergeInsertionSort,20,20443
55000,Random,HybridMergeInsertionSort,30,19691
55000,Random,HybridMergeInsertionSort,50,19633
60000,Random,StandardMergeSort,0,43561
60000,Random,HybridMergeInsertionSort,5,28217
60000,Random,HybridMergeInsertionSort,10,24615
60000,Random,HybridMergeInsertionSort,15,22314
60000,Random,HybridMergeInsertionSort,20,22343
60000,Random,HybridMergeInsertionSort,30,21657
60000,Random,HybridMergeInsertionSort,50,21955
65000,Random,StandardMergeSort,0,46731
65000,Random,HybridMergeInsertionSort,5,30009
65000,Random,HybridMergeInsertionSort,10,26310
65000,Random,HybridMergeInsertionSort,15,26037
65000,Random,HybridMergeInsertionSort,20,24185
65000,Random,HybridMergeInsertionSort,30,24262
65000,Random,HybridMergeInsertionSort,50,23578
70000,Random,StandardMergeSort,0,50802
70000,Random,HybridMergeInsertionSort,5,32322
70000,Random,HybridMergeInsertionSort,10,28246
70000,Random,HybridMergeInsertionSort,15,28325
70000,Random,HybridMergeInsertionSort,20,26142
70000,Random,HybridMergeInsertionSort,30,26119
70000,Random,HybridMergeInsertionSort,50,25604
75000,Random,StandardMergeSort,0,54576
75000,Random,HybridMergeInsertionSort,5,33949
75000,Random,HybridMergeInsertionSort,10,30088
75000,Random,HybridMergeInsertionSort,15,30105
75000,Random,HybridMergeInsertionSort,20,27986
75000,Random,HybridMergeInsertionSort,30,28023
75000,Random,HybridMergeInsertionSort,50,27770
80000,Random,StandardMergeSort,0,58280
80000,Random,HybridMergeInsertionSort,5,36007
80000,Random,HybridMergeInsertionSort,10,32078
80000,Random,HybridMergeInsertionSort,15,32396
80000,Random,HybridMergeInsertionSort,20,30070
80000,Random,HybridMergeInsertionSort,30,30240
80000,Random,HybridMergeInsertionSort,50,29830
85000,Random,StandardMergeSort,0,62626
85000,Random,HybridMergeInsertionSort,5,39403
85000,Random,HybridMergeInsertionSort,10,35768
85000,Random,HybridMergeInsertionSort,15,33999
85000,Random,HybridMergeInsertionSort,20,33395
85000,Random,HybridMergeInsertionSort,30,31793
85000,Random,HybridMergeInsertionSort,50,32022
90000,Random,StandardMergeSort,0,66915
90000,Random,HybridMergeInsertionSort,5,43881
90000,Random,HybridMergeInsertionSort,10,40086
90000,Random,HybridMergeInsertionSort,15,37792
90000,Random,HybridMergeInsertionSort,20,36078
90000,Random,HybridMergeInsertionSort,30,34681
90000,Random,HybridMergeInsertionSort,50,35488
95000,Random,StandardMergeSort,0,71316
95000,Random,HybridMergeInsertionSort,5,47634
95000,Random,HybridMergeInsertionSort,10,41937
95000,Random,HybridMergeInsertionSort,15,38263
95000,Random,HybridMergeInsertionSort,20,37878
95000,Random,HybridMergeInsertionSort,30,36122
95000,Random,HybridMergeInsertionSort,50,37349
100000,Random,StandardMergeSort,0,76050
100000,Random,HybridMergeInsertionSort,5,51991
100000,Random,HybridMergeInsertionSort,10,44909
100000,Random,HybridMergeInsertionSort,15,40886
100000,Random,HybridMergeInsertionSort,20,40821
100000,Random,HybridMergeInsertionSort,30,39200
100000,Random,HybridMergeInsertionSort,50,39812
500,Reversed,StandardMergeSort,0,232
500,Reversed,HybridMergeInsertionSort,5,109
500,Reversed,HybridMergeInsertionSort,10,86
500,Reversed,HybridMergeInsertionSort,15,85
500,Reversed,HybridMergeInsertionSort,20,83
500,Reversed,HybridMergeInsertionSort,30,83
500,Reversed,HybridMergeInsertionSort,50,97
600,Reversed,StandardMergeSort,0,282
600,Reversed,HybridMergeInsertionSort,5,133
600,Reversed,HybridMergeInsertionSort,10,103
600,Reversed,HybridMergeInsertionSort,15,103
600,Reversed,HybridMergeInsertionSort,20,103
600,Reversed,HybridMergeInsertionSort,30,103
600,Reversed,HybridMergeInsertionSort,50,127
700,Reversed,StandardMergeSort,0,335
700,Reversed,HybridMergeInsertionSort,5,161
700,Reversed,HybridMergeInsertionSort,10,136
700,Reversed,HybridMergeInsertionSort,15,119
700,Reversed,HybridMergeInsertionSort,20,119
700,Reversed,HybridMergeInsertionSort,30,128
700,Reversed,HybridMergeInsertionSort,50,162
800,Reversed,StandardMergeSort,0,380
800,Reversed,HybridMergeInsertionSort,5,202
800,Reversed,HybridMergeInsertionSort,10,153
800,Reversed,HybridMergeInsertionSort,15,137
800,Reversed,HybridMergeInsertionSort,20,138
800,Reversed,HybridMergeInsertionSort,30,150
800,Reversed,HybridMergeInsertionSort,50,208
900,Reversed,StandardMergeSort,0,430
900,Reversed,HybridMergeInsertionSort,5,215
900,Reversed,HybridMergeInsertionSort,10,168
900,Reversed,HybridMergeInsertionSort,15,158
900,Reversed,HybridMergeInsertionSort,20,158
900,Reversed,HybridMergeInsertionSort,30,177
900,Reversed,HybridMergeInsertionSort,50,177
1000,Reversed,StandardMergeSort,0,485
1000,Reversed,HybridMergeInsertionSort,5,232
1000,Reversed,HybridMergeInsertionSort,10,186
1000,Reversed,HybridMergeInsertionSort,15,184
1000,Reversed,HybridMergeInsertionSort,20,180
1000,Reversed,HybridMergeInsertionSort,30,180
1000,Reversed,HybridMergeInsertionSort,50,207
1100,Reversed,StandardMergeSort,0,557
1100,Reversed,HybridMergeInsertionSort,5,249
1100,Reversed,HybridMergeInsertionSort,10,203
1100,Reversed,HybridMergeInsertionSort,15,203
1100,Reversed,HybridMergeInsertionSort,20,202
1100,Reversed,HybridMergeInsertionSort,30,201
1100,Reversed,HybridMergeInsertionSort,50,238
1200,Reversed,StandardMergeSort,0,611
1200,Reversed,HybridMergeInsertionSort,5,262
1200,Reversed,HybridMergeInsertionSort,10,222
1200,Reversed,HybridMergeInsertionSort,15,228
1200,Reversed,HybridMergeInsertionSort,20,224
1200,Reversed,HybridMergeInsertionSort,30,223
1200,Reversed,HybridMergeInsertionSort,50,284
1300,Reversed,StandardMergeSort,0,661
1300,Reversed,HybridMergeInsertionSort,5,296
1300,Reversed,HybridMergeInsertionSort,10,248
1300,Reversed,HybridMergeInsertionSort,15,242
1300,Reversed,HybridMergeInsertionSort,20,245
1300,Reversed,HybridMergeInsertionSort,30,248
1300,Reversed,HybridMergeInsertionSort,50,321
1400,Reversed,StandardMergeSort,0,683
1400,Reversed,HybridMergeInsertionSort,5,354
1400,Reversed,HybridMergeInsertionSort,10,291
1400,Reversed,HybridMergeInsertionSort,15,263
1400,Reversed,HybridMergeInsertionSort,20,258
1400,Reversed,HybridMergeInsertionSort,30,289
1400,Reversed,HybridMergeInsertionSort,50,351
1500,Reversed,StandardMergeSort,0,753
1500,Reversed,HybridMergeInsertionSort,5,395
1500,Reversed,HybridMergeInsertionSort,10,319
1500,Reversed,HybridMergeInsertionSort,15,280
1500,Reversed,HybridMergeInsertionSort,20,279
1500,Reversed,HybridMergeInsertionSort,30,307
1500,Reversed,HybridMergeInsertionSort,50,384
1600,Reversed,StandardMergeSort,0,813
1600,Reversed,HybridMergeInsertionSort,5,446
1600,Reversed,HybridMergeInsertionSort,10,328
1600,Reversed,HybridMergeInsertionSort,15,309
1600,Reversed,HybridMergeInsertionSort,20,316
1600,Reversed,HybridMergeInsertionSort,30,324
1600,Reversed,HybridMergeInsertionSort,50,466
1700,Reversed,StandardMergeSort,0,859
1700,Reversed,HybridMergeInsertionSort,5,451
1700,Reversed,HybridMergeInsertionSort,10,346
1700,Reversed,HybridMergeInsertionSort,15,339
1700,Reversed,HybridMergeInsertionSort,20,344
1700,Reversed,HybridMergeInsertionSort,30,353
1700,Reversed,HybridMergeInsertionSort,50,374
1800,Reversed,StandardMergeSort,0,919
1800,Reversed,HybridMergeInsertionSort,5,466
1800,Reversed,HybridMergeInsertionSort,10,362
1800,Reversed,HybridMergeInsertionSort,15,358
1800,Reversed,HybridMergeInsertionSort,20,343
1800,Reversed,HybridMergeInsertionSort,30,382
1800,Reversed,HybridMergeInsertionSort,50,398
1900,Reversed,StandardMergeSort,0,976
1900,Reversed,HybridMergeInsertionSort,5,483
1900,Reversed,HybridMergeInsertionSort,10,384
1900,Reversed,HybridMergeInsertionSort,15,372
1900,Reversed,HybridMergeInsertionSort,20,366
1900,Reversed,HybridMergeInsertionSort,30,424
1900,Reversed,HybridMergeInsertionSort,50,412
2000,Reversed,StandardMergeSort,0,1035
2000,Reversed,HybridMergeInsertionSort,5,516
2000,Reversed,HybridMergeInsertionSort,10,410
2000,Reversed,HybridMergeInsertionSort,15,421
2000,Reversed,HybridMergeInsertionSort,20,401
2000,Reversed,HybridMergeInsertionSort,30,389
2000,Reversed,HybridMergeInsertionSort,50,485
2100,Reversed,StandardMergeSort,0,1072
2100,Reversed,HybridMergeInsertionSort,5,555
2100,Reversed,HybridMergeInsertionSort,10,427
2100,Reversed,HybridMergeInsertionSort,15,446
2100,Reversed,HybridMergeInsertionSort,20,454
2100,Reversed,HybridMergeInsertionSort,30,417
2100,Reversed,HybridMergeInsertionSort,50,486
2200,Reversed,StandardMergeSort,0,1132
2200,Reversed,HybridMergeInsertionSort,5,564
2200,Reversed,HybridMergeInsertionSort,10,448
2200,Reversed,HybridMergeInsertionSort,15,459
2200,Reversed,HybridMergeInsertionSort,20,478
2200,Reversed,HybridMergeInsertionSort,30,450
2200,Reversed,HybridMergeInsertionSort,50,561
2300,Reversed,StandardMergeSort,0,1208
2300,Reversed,HybridMergeInsertionSort,5,544
2300,Reversed,HybridMergeInsertionSort,10,465
2300,Reversed,HybridMergeInsertionSort,15,456
2300,Reversed,HybridMergeInsertionSort,20,473
2300,Reversed,HybridMergeInsertionSort,30,462
2300,Reversed,HybridMergeInsertionSort,50,557
2400,Reversed,StandardMergeSort,0,1197
2400,Reversed,HybridMergeInsertionSort,5,564
2400,Reversed,HybridMergeInsertionSort,10,484
2400,Reversed,HybridMergeInsertionSort,15,484
2400,Reversed,HybridMergeInsertionSort,20,483
2400,Reversed,HybridMergeInsertionSort,30,483
2400,Reversed,HybridMergeInsertionSort,50,582
2500,Reversed,StandardMergeSort,0,1247
2500,Reversed,HybridMergeInsertionSort,5,582
2500,Reversed,HybridMergeInsertionSort,10,504
2500,Reversed,HybridMergeInsertionSort,15,503
2500,Reversed,HybridMergeInsertionSort,20,514
2500,Reversed,HybridMergeInsertionSort,30,530
2500,Reversed,HybridMergeInsertionSort,50,618
2600,Reversed,StandardMergeSort,0,1294
2600,Reversed,HybridMergeInsertionSort,5,615
2600,Reversed,HybridMergeInsertionSort,10,537
2600,Reversed,HybridMergeInsertionSort,15,525
2600,Reversed,HybridMergeInsertionSort,20,538
2600,Reversed,HybridMergeInsertionSort,30,536
2600,Reversed,HybridMergeInsertionSort,50,655
2700,Reversed,StandardMergeSort,0,1349
2700,Reversed,HybridMergeInsertionSort,5,677
2700,Reversed,HybridMergeInsertionSort,10,591
2700,Reversed,HybridMergeInsertionSort,15,544
2700,Reversed,HybridMergeInsertionSort,20,545
2700,Reversed,HybridMergeInsertionSort,30,566
2700,Reversed,HybridMergeInsertionSort,50,696
2800,Reversed,StandardMergeSort,0,1393
2800,Reversed,HybridMergeInsertionSort,5,729
2800,Reversed,HybridMergeInsertionSort,10,627
2800,Reversed,HybridMergeInsertionSort,15,561
2800,Reversed,HybridMergeInsertionSort,20,559
2800,Reversed,HybridMergeInsertionSort,30,588
2800,Reversed,HybridMergeInsertionSort,50,736
2900,Reversed,StandardMergeSort,0,1483
2900,Reversed,HybridMergeInsertionSort,5,785
2900,Reversed,HybridMergeInsertionSort,10,691
2900,Reversed,HybridMergeInsertionSort,15,589
2900,Reversed,HybridMergeInsertionSort,20,592
2900,Reversed,HybridMergeInsertionSort,30,638
2900,Reversed,HybridMergeInsertionSort,50,812
3000,Reversed,StandardMergeSort,0,1505
3000,Reversed,HybridMergeInsertionSort,5,839
3000,Reversed,HybridMergeInsertionSort,10,686
3000,Reversed,HybridMergeInsertionSort,15,618
3000,Reversed,HybridMergeInsertionSort,20,608
3000,Reversed,HybridMergeInsertionSort,30,644
3000,Reversed,HybridMergeInsertionSort,50,815
3100,Reversed,StandardMergeSort,0,1610
3100,Reversed,HybridMergeInsertionSort,5,880
3100,Reversed,HybridMergeInsertionSort,10,722
3100,Reversed,HybridMergeInsertionSort,15,632
3100,Reversed,HybridMergeInsertionSort,20,632
3100,Reversed,HybridMergeInsertionSort,30,675
3100,Reversed,HybridMergeInsertionSort,50,862
3200,Reversed,StandardMergeSort,0,1616
3200,Reversed,HybridMergeInsertionSort,5,900
3200,Reversed,HybridMergeInsertionSort,10,707
3200,Reversed,HybridMergeInsertionSort,15,650
3200,Reversed,HybridMergeInsertionSort,20,651
3200,Reversed,HybridMergeInsertionSort,30,699
3200,Reversed,HybridMergeInsertionSort,50,903
3300,Reversed,StandardMergeSort,0,1672
3300,Reversed,HybridMergeInsertionSort,5,921
3300,Reversed,HybridMergeInsertionSort,10,726
3300,Reversed,HybridMergeInsertionSort,15,672
3300,Reversed,HybridMergeInsertionSort,20,674
3300,Reversed,HybridMergeInsertionSort,30,729
3300,Reversed,HybridMergeInsertionSort,50,729
3400,Reversed,StandardMergeSort,0,1774
3400,Reversed,HybridMergeInsertionSort,5,968
3400,Reversed,HybridMergeInsertionSort,10,748
3400,Reversed,HybridMergeInsertionSort,15,700
3400,Reversed,HybridMergeInsertionSort,20,699
3400,Reversed,HybridMergeInsertionSort,30,760
3400,Reversed,HybridMergeInsertionSort,50,762
3500,Reversed,StandardMergeSort,0,1808
3500,Reversed,HybridMergeInsertionSort,5,958
3500,Reversed,HybridMergeInsertionSort,10,767
3500,Reversed,HybridMergeInsertionSort,15,723
3500,Reversed,HybridMergeInsertionSort,20,722
3500,Reversed,HybridMergeInsertionSort,30,791
3500,Reversed,HybridMergeInsertionSort,50,798
3600,Reversed,StandardMergeSort,0,1831
3600,Reversed,HybridMergeInsertionSort,5,974
3600,Reversed,HybridMergeInsertionSort,10,783
3600,Reversed,HybridMergeInsertionSort,15,745
3600,Reversed,HybridMergeInsertionSort,20,743
3600,Reversed,HybridMergeInsertionSort,30,856
3600,Reversed,HybridMergeInsertionSort,50,851
3700,Reversed,StandardMergeSort,0,1874
3700,Reversed,HybridMergeInsertionSort,5,1027
